,$US,AAPL,ACN,AMGN,AMT,ANTM,EBAY,EWO,EWT,EZU,FXI,GOOGL,GRMN,IAI,ICLR,INTC,IXG,LPX,MSFT,PCLN,PPA,PYPL,RHHBY,SAFM,SH,SONVY,UL,XLV,portfolioreturn,portfoliostandarddeviation,returnoverrisk
302,0.02,0.01,0.03,0.02,0.02,0.01,0.06,0.14,0.03,0.04,0.05,0.03,0.02,0.03,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.06,0.03,0.04,0.04,0.04,0.14,0.03,0.234096984544,0.00444406405555,52.6763299579
303,0.03,0.02,0.05,0.03,0.01,0.02,0.02,0.04,0.04,0.05,0.02,0.14,0.03,0.06,0.02,0.01,0.05,0.01,0.04,0.05,0.01,0.01,0.02,0.03,0.07,0.02,0.04,0.06,0.166900360235,0.00407871426272,40.9198461782
304,0.01,0.02,0.04,0.04,0.02,0.01,0.03,0.08,0.07,0.03,0.02,0.03,0.01,0.05,0.03,0.03,0.03,0.05,0.07,0.03,0.01,0.01,0.03,0.14,0.02,0.03,0.02,0.04,0.238217655612,0.0043887383743,54.2793019987
305,0.01,0.02,0.02,0.02,0.05,0.01,0.05,0.02,0.02,0.02,0.02,0.02,0.29,0.02,0.03,0.01,0.01,0.03,0.01,0.05,0.01,0.08,0.01,0.06,0.01,0.05,0.03,0.02,0.22987989011,0.00519211402842,44.2748153934
306,0.02,0.03,0.02,0.1,0.04,0.02,0.02,0.03,0.03,0.02,0.09,0.01,0.01,0.01,0.03,0.05,0.12,0.02,0.05,0.06,0.02,0.01,0.01,0.02,0.04,0.01,0.1,0.01,0.16649029962,0.00459365509255,36.2435351078
307,0.01,0.03,0.06,0.01,0.02,0.02,0.01,0.05,0.01,0.02,0.2,0.05,0.03,0.03,0.02,0.07,0.06,0.03,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.184783030015,0.00385162746982,47.975312115
308,0.05,0.07,0.01,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.06,0.11,0.02,0.02,0.08,0.02,0.05,0.07,0.06,0.03,0.04,0.02,0.01,0.03,0.01,0.03,0.07,0.172690244735,0.00442292976589,39.0443108698
309,0.09,0.01,0.02,0.02,0.01,0.04,0.03,0.02,0.05,0.04,0.05,0.08,0.03,0.01,0.01,0.02,0.04,0.02,0.07,0.04,0.06,0.06,0.03,0.03,0.01,0.01,0.06,0.04,0.196600330077,0.00427132356133,46.0279646938
310,0.01,0.01,0.05,0.05,0.06,0.06,0.01,0.06,0.04,0.01,0.01,0.02,0.02,0.03,0.04,0.01,0.02,0.06,0.01,0.09,0.03,0.01,0.01,0.05,0.05,0.01,0.13,0.04,0.188956251439,0.00455299428524,41.5015349462
311,0.14,0.01,0.03,0.01,0.02,0.02,0.04,0.01,0.03,0.01,0.08,0.04,0.01,0.04,0.07,0.02,0.13,0.02,0.06,0.02,0.02,0.02,0.01,0.05,0.03,0.02,0.01,0.03,0.179614338554,0.00455837962124,39.4031110785
312,0.01,0.05,0.03,0.01,0.01,0.03,0.02,0.19,0.02,0.04,0.02,0.02,0.08,0.08,0.03,0.01,0.02,0.07,0.02,0.01,0.04,0.04,0.03,0.02,0.04,0.03,0.02,0.01,0.231537105669,0.00496580439518,46.6263040675
313,0.08,0.1,0.02,0.04,0.03,0.02,0.02,0.05,0.03,0.02,0.02,0.03,0.03,0.02,0.06,0.05,0.06,0.01,0.03,0.02,0.08,0.03,0.08,0.02,0.01,0.01,0.01,0.02,0.180307628236,0.00483502446613,37.2919784582
314,0.03,0.03,0.02,0.02,0.08,0.06,0.02,0.01,0.03,0.01,0.06,0.06,0.04,0.01,0.08,0.01,0.02,0.02,0.01,0.03,0.07,0.02,0.08,0.01,0.02,0.01,0.04,0.1,0.175078971156,0.00375676283848,46.6036794664
315,0.02,0.03,0.02,0.02,0.08,0.05,0.02,0.02,0.03,0.01,0.01,0.06,0.02,0.07,0.05,0.09,0.04,0.01,0.02,0.02,0.01,0.07,0.1,0.01,0.03,0.03,0.03,0.03,0.193050478512,0.00462273960809,41.7610540239
316,0.02,0.03,0.12,0.01,0.02,0.01,0.1,0.08,0.01,0.01,0.01,0.08,0.06,0.01,0.01,0.03,0.01,0.03,0.01,0.03,0.07,0.02,0.02,0.01,0.02,0.04,0.1,0.03,0.185922996263,0.00468884890373,39.6521619869
317,0.01,0.02,0.01,0.04,0.01,0.05,0.01,0.02,0.03,0.01,0.03,0.02,0.12,0.03,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.03,0.02,0.16,0.03,0.13,0.04,0.05,0.252528487246,0.00475439657853,53.1147292985
318,0.02,0.01,0.02,0.02,0.02,0.13,0.13,0.03,0.04,0.04,0.03,0.01,0.04,0.03,0.03,0.03,0.02,0.04,0.08,0.01,0.03,0.02,0.03,0.06,0.01,0.03,0.03,0.01,0.20564400553,0.00500165384693,41.1152014561
319,0.09,0.11,0.04,0.02,0.03,0.03,0.06,0.01,0.02,0.05,0.03,0.02,0.03,0.01,0.03,0.01,0.05,0.05,0.01,0.07,0.02,0.06,0.06,0.01,0.02,0.02,0.01,0.03,0.175465816745,0.00524567493183,33.4496168797
320,0.04,0.03,0.04,0.03,0.05,0.01,0.01,0.02,0.01,0.02,0.17,0.03,0.03,0.03,0.05,0.04,0.01,0.07,0.01,0.04,0.04,0.01,0.07,0.04,0.02,0.01,0.03,0.04,0.180147058601,0.00383740235528,46.9450534301
321,0.04,0.01,0.1,0.07,0.05,0.04,0.03,0.02,0.03,0.01,0.01,0.05,0.01,0.05,0.04,0.01,0.05,0.01,0.02,0.05,0.01,0.04,0.03,0.01,0.03,0.07,0.09,0.02,0.183206088518,0.0046876062331,39.0830798083
322,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.09,0.09,0.07,0.01,0.03,0.01,0.05,0.08,0.17,0.02,0.01,0.08,0.03,0.03,0.01,0.03,0.213715004547,0.00465277847857,45.9327701784
323,0.06,0.05,0.03,0.01,0.06,0.07,0.01,0.01,0.02,0.05,0.01,0.02,0.04,0.02,0.01,0.05,0.01,0.04,0.01,0.04,0.01,0.04,0.1,0.02,0.1,0.05,0.01,0.05,0.15715817544,0.00492020927373,31.9413599497
324,0.02,0.09,0.01,0.07,0.02,0.01,0.08,0.05,0.08,0.05,0.01,0.02,0.01,0.06,0.01,0.05,0.04,0.01,0.02,0.02,0.04,0.02,0.05,0.03,0.04,0.03,0.02,0.04,0.169614563659,0.00460284800657,36.849916273
325,0.05,0.01,0.12,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.05,0.05,0.04,0.01,0.01,0.05,0.03,0.06,0.04,0.07,0.01,0.03,0.04,0.04,0.06,0.05,0.02,0.01,0.180972609051,0.00477672462165,37.8863391519
326,0.03,0.01,0.02,0.01,0.02,0.03,0.03,0.04,0.16,0.04,0.01,0.03,0.07,0.05,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.07,0.11,0.02,0.01,0.09,0.03,0.02,0.211226275052,0.00487916848998,43.2914492471
327,0.02,0.01,0.02,0.12,0.01,0.02,0.02,0.04,0.09,0.01,0.02,0.03,0.08,0.02,0.01,0.04,0.09,0.01,0.02,0.07,0.01,0.03,0.01,0.04,0.04,0.02,0.03,0.07,0.170413653884,0.00416811494832,40.8850657904
328,0.1,0.03,0.02,0.07,0.03,0.01,0.02,0.05,0.12,0.01,0.03,0.03,0.04,0.05,0.04,0.02,0.02,0.03,0.03,0.01,0.03,0.02,0.05,0.04,0.02,0.02,0.01,0.05,0.173334043719,0.00425766580221,40.7110496152
329,0.01,0.03,0.07,0.09,0.04,0.05,0.05,0.02,0.02,0.03,0.05,0.02,0.01,0.03,0.06,0.02,0.01,0.03,0.09,0.01,0.02,0.01,0.02,0.01,0.03,0.02,0.05,0.1,0.173740489888,0.00384836898767,45.1465258254
330,0.02,0.07,0.02,0.02,0.01,0.07,0.02,0.1,0.02,0.06,0.01,0.01,0.01,0.04,0.01,0.02,0.02,0.02,0.01,0.03,0.01,0.1,0.03,0.1,0.06,0.04,0.05,0.02,0.262710789134,0.00496241410207,52.9401182026
331,0.03,0.01,0.02,0.01,0.01,0.06,0.02,0.02,0.06,0.1,0.02,0.04,0.04,0.09,0.01,0.02,0.08,0.01,0.06,0.02,0.01,0.03,0.13,0.01,0.03,0.02,0.02,0.02,0.16497136518,0.00477289567582,34.5642093155
332,0.04,0.02,0.06,0.01,0.02,0.01,0.05,0.02,0.02,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.05,0.01,0.08,0.05,0.01,0.09,0.05,0.01,0.03,0.02,0.2,0.05,0.19803183208,0.0047923290884,41.3226697137
333,0.07,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.04,0.08,0.01,0.02,0.08,0.01,0.02,0.08,0.02,0.03,0.01,0.17,0.06,0.02,0.03,0.01,0.01,0.02,0.02,0.08,0.165768099741,0.00464302960204,35.7025722317
334,0.01,0.01,0.03,0.02,0.06,0.07,0.05,0.03,0.05,0.02,0.06,0.02,0.02,0.05,0.03,0.03,0.06,0.05,0.01,0.07,0.03,0.07,0.01,0.01,0.01,0.04,0.04,0.04,0.214211120555,0.00450377499486,47.5625715759
335,0.02,0.01,0.04,0.1,0.09,0.04,0.03,0.01,0.01,0.08,0.01,0.05,0.02,0.01,0.06,0.01,0.02,0.05,0.05,0.04,0.01,0.01,0.06,0.07,0.02,0.04,0.02,0.02,0.198000574595,0.00479745880693,41.2719697164
336,0.03,0.04,0.06,0.06,0.01,0.09,0.02,0.04,0.06,0.07,0.01,0.03,0.01,0.09,0.02,0.05,0.02,0.08,0.02,0.01,0.01,0.04,0.04,0.03,0.01,0.02,0.01,0.02,0.195650510439,0.0050419220429,38.8047472322
337,0.01,0.01,0.02,0.03,0.04,0.02,0.06,0.06,0.04,0.01,0.01,0.04,0.01,0.07,0.01,0.03,0.04,0.05,0.02,0.02,0.02,0.02,0.08,0.09,0.03,0.05,0.01,0.1,0.200903919017,0.00395352041968,50.8164617076
338,0.09,0.04,0.11,0.01,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.2,0.06,0.01,0.01,0.03,0.03,0.05,0.01,0.01,0.02,0.01,0.02,0.03,0.06,0.03,0.03,0.01,0.159143186497,0.0048626947286,32.7273652532
339,0.03,0.01,0.05,0.03,0.02,0.04,0.1,0.02,0.05,0.01,0.01,0.01,0.02,0.04,0.01,0.02,0.02,0.02,0.15,0.07,0.1,0.01,0.03,0.02,0.01,0.04,0.05,0.01,0.18014004861,0.00483710455089,37.2412972916
340,0.09,0.04,0.04,0.01,0.04,0.02,0.02,0.02,0.04,0.01,0.01,0.07,0.03,0.05,0.14,0.02,0.08,0.02,0.05,0.04,0.03,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.18800277293,0.0046706284603,40.2521362014
341,0.04,0.01,0.06,0.05,0.03,0.01,0.01,0.07,0.01,0.03,0.03,0.07,0.01,0.03,0.07,0.01,0.01,0.03,0.09,0.11,0.01,0.04,0.05,0.04,0.02,0.04,0.01,0.01,0.216461262977,0.00473040561243,45.7595565184
342,0.06,0.02,0.04,0.01,0.02,0.05,0.06,0.05,0.01,0.04,0.06,0.05,0.02,0.04,0.03,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.1,0.01,0.04,0.02,0.05,0.13,0.152606745602,0.0036712706636,41.5678274868
343,0.02,0.01,0.02,0.07,0.06,0.02,0.03,0.06,0.01,0.19,0.03,0.02,0.01,0.02,0.07,0.01,0.02,0.01,0.05,0.01,0.04,0.02,0.01,0.02,0.02,0.02,0.05,0.08,0.212296906386,0.00450075912588,47.1691331282
344,0.02,0.03,0.05,0.02,0.07,0.03,0.01,0.01,0.02,0.07,0.03,0.01,0.01,0.02,0.03,0.06,0.06,0.01,0.12,0.02,0.07,0.05,0.01,0.03,0.02,0.08,0.01,0.03,0.229625219684,0.00486042678185,47.2438388623
345,0.03,0.02,0.02,0.1,0.04,0.09,0.01,0.06,0.02,0.12,0.08,0.01,0.01,0.02,0.04,0.02,0.08,0.03,0.02,0.01,0.06,0.01,0.02,0.03,0.01,0.01,0.02,0.01,0.197965843768,0.00472375559285,41.90857039
346,0.08,0.01,0.03,0.04,0.01,0.02,0.04,0.05,0.01,0.09,0.01,0.03,0.01,0.03,0.01,0.19,0.02,0.01,0.02,0.01,0.02,0.03,0.04,0.01,0.09,0.02,0.02,0.05,0.15389558073,0.00479027643538,32.1266596627
347,0.06,0.05,0.01,0.03,0.05,0.07,0.02,0.01,0.01,0.04,0.01,0.07,0.07,0.06,0.01,0.07,0.01,0.01,0.02,0.02,0.04,0.02,0.08,0.03,0.01,0.03,0.06,0.03,0.168710719436,0.0046131524267,36.5716767691
348,0.01,0.05,0.07,0.01,0.08,0.03,0.02,0.05,0.03,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.07,0.01,0.01,0.02,0.01,0.03,0.18,0.01,0.03,0.08,0.03,0.04,0.175768918257,0.00482165314437,36.454077677
349,0.01,0.01,0.05,0.04,0.05,0.04,0.02,0.02,0.04,0.14,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.08,0.09,0.01,0.02,0.05,0.02,0.05,0.02,0.05,0.06,0.02,0.230046380764,0.00514858641251,44.6814644511
350,0.02,0.17,0.01,0.01,0.01,0.05,0.04,0.09,0.01,0.03,0.06,0.03,0.01,0.06,0.03,0.01,0.01,0.03,0.02,0.01,0.13,0.02,0.05,0.01,0.01,0.02,0.01,0.04,0.198174163333,0.00485151459119,40.8478959731
351,0.03,0.02,0.1,0.01,0.02,0.01,0.01,0.04,0.01,0.11,0.01,0.05,0.05,0.03,0.01,0.04,0.02,0.02,0.03,0.04,0.06,0.01,0.04,0.08,0.01,0.07,0.03,0.04,0.216845449085,0.00460797744072,47.058704578
352,0.15,0.04,0.07,0.02,0.02,0.01,0.07,0.02,0.06,0.02,0.06,0.03,0.02,0.01,0.03,0.01,0.04,0.03,0.06,0.03,0.03,0.02,0.01,0.04,0.01,0.06,0.02,0.01,0.181706075255,0.00495815829524,36.6478971496
353,0.07,0.01,0.05,0.01,0.07,0.05,0.05,0.01,0.05,0.01,0.01,0.03,0.04,0.07,0.01,0.01,0.04,0.01,0.07,0.02,0.01,0.04,0.01,0.09,0.02,0.05,0.01,0.08,0.212519355362,0.00418747001446,50.7512542486
354,0.01,0.05,0.04,0.01,0.01,0.02,0.08,0.06,0.06,0.04,0.1,0.04,0.05,0.04,0.02,0.01,0.01,0.01,0.09,0.02,0.02,0.05,0.01,0.04,0.02,0.04,0.04,0.01,0.225325406381,0.004371292117,51.5466366352
355,0.09,0.02,0.01,0.05,0.01,0.03,0.01,0.01,0.01,0.06,0.05,0.07,0.01,0.11,0.03,0.01,0.16,0.01,0.01,0.02,0.01,0.03,0.02,0.05,0.02,0.06,0.02,0.01,0.187520152357,0.00495402164299,37.852106
356,0.02,0.03,0.04,0.02,0.01,0.05,0.04,0.03,0.01,0.06,0.03,0.03,0.01,0.04,0.06,0.02,0.08,0.04,0.04,0.02,0.01,0.04,0.03,0.02,0.07,0.05,0.04,0.06,0.192791168753,0.00457029394041,42.1835381415
357,0.02,0.09,0.02,0.03,0.04,0.08,0.01,0.02,0.06,0.01,0.04,0.01,0.01,0.03,0.1,0.01,0.01,0.05,0.04,0.05,0.09,0.01,0.05,0.04,0.01,0.02,0.04,0.01,0.202046449747,0.00486560714908,41.5254342483
358,0.02,0.03,0.08,0.02,0.02,0.03,0.07,0.02,0.04,0.08,0.03,0.02,0.02,0.01,0.07,0.02,0.03,0.04,0.06,0.01,0.04,0.01,0.03,0.05,0.09,0.03,0.02,0.01,0.185925948766,0.0049509740014,37.553408423
359,0.01,0.01,0.02,0.03,0.04,0.07,0.03,0.03,0.07,0.02,0.04,0.01,0.02,0.02,0.01,0.07,0.06,0.06,0.06,0.02,0.04,0.09,0.01,0.01,0.01,0.03,0.08,0.03,0.22473878296,0.00468285660387,47.9918139654
360,0.05,0.07,0.05,0.01,0.07,0.03,0.03,0.02,0.01,0.01,0.04,0.03,0.05,0.01,0.13,0.03,0.03,0.03,0.03,0.01,0.02,0.08,0.02,0.03,0.02,0.01,0.04,0.04,0.231215685544,0.00469866674413,49.2087858397
361,0.02,0.02,0.04,0.03,0.01,0.06,0.02,0.03,0.05,0.04,0.02,0.04,0.01,0.01,0.01,0.02,0.09,0.03,0.01,0.06,0.04,0.13,0.01,0.04,0.04,0.06,0.02,0.04,0.247224533132,0.00474958986238,52.0517645303
362,0.02,0.01,0.02,0.08,0.01,0.02,0.02,0.01,0.05,0.06,0.09,0.06,0.02,0.03,0.03,0.06,0.01,0.01,0.01,0.02,0.03,0.01,0.14,0.04,0.04,0.07,0.01,0.02,0.164530754881,0.00424434478447,38.764700616
363,0.01,0.02,0.01,0.01,0.03,0.05,0.13,0.02,0.01,0.03,0.01,0.02,0.04,0.02,0.02,0.02,0.06,0.03,0.04,0.01,0.05,0.02,0.01,0.08,0.01,0.02,0.21,0.01,0.20538658559,0.00494948405348,41.4965647673
364,0.01,0.02,0.03,0.07,0.01,0.1,0.12,0.02,0.02,0.04,0.02,0.04,0.02,0.03,0.05,0.01,0.01,0.04,0.02,0.02,0.04,0.04,0.01,0.02,0.03,0.03,0.09,0.04,0.188761071038,0.00469195745539,40.2307720887
365,0.02,0.08,0.03,0.01,0.01,0.04,0.01,0.01,0.01,0.1,0.03,0.07,0.02,0.03,0.02,0.02,0.01,0.02,0.06,0.04,0.05,0.03,0.03,0.03,0.13,0.06,0.02,0.01,0.179095670395,0.00505469327315,35.4315604759
366,0.01,0.04,0.02,0.1,0.01,0.01,0.02,0.16,0.1,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.01,0.04,0.03,0.07,0.02,0.02,0.03,0.02,0.02,0.07,0.05,0.01,0.212353003184,0.0047198580681,44.9913959531
367,0.01,0.08,0.08,0.02,0.04,0.04,0.08,0.01,0.01,0.03,0.02,0.03,0.05,0.01,0.03,0.06,0.03,0.04,0.01,0.01,0.08,0.04,0.03,0.05,0.02,0.05,0.03,0.01,0.20657387022,0.00501806996714,41.1660003892
368,0.08,0.03,0.09,0.06,0.01,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.14,0.04,0.07,0.07,0.01,0.02,0.04,0.04,0.01,0.06,0.01,0.01,0.01,0.03,0.03,0.02,0.191288577749,0.00487791918569,39.2152002661
369,0.01,0.05,0.01,0.03,0.08,0.01,0.01,0.12,0.03,0.05,0.06,0.03,0.06,0.08,0.01,0.03,0.01,0.01,0.01,0.05,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.01,0.211640754623,0.00457586614606,46.2515178259
370,0.04,0.03,0.02,0.14,0.02,0.09,0.03,0.06,0.02,0.09,0.02,0.01,0.01,0.09,0.03,0.01,0.02,0.04,0.04,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.05,0.04,0.176818282885,0.00468235232918,37.7627035418
371,0.04,0.11,0.03,0.02,0.01,0.01,0.11,0.01,0.03,0.02,0.03,0.02,0.06,0.03,0.08,0.03,0.07,0.01,0.02,0.07,0.02,0.01,0.05,0.01,0.02,0.05,0.01,0.02,0.1647726366,0.00510337225549,32.2870110881
372,0.05,0.03,0.06,0.02,0.01,0.04,0.02,0.03,0.02,0.02,0.03,0.07,0.03,0.05,0.13,0.03,0.02,0.09,0.02,0.05,0.01,0.01,0.02,0.03,0.01,0.03,0.03,0.04,0.199356283387,0.00465107602007,42.8624005557
373,0.01,0.01,0.01,0.05,0.01,0.04,0.05,0.03,0.02,0.02,0.04,0.01,0.01,0.04,0.05,0.1,0.02,0.14,0.03,0.02,0.01,0.01,0.03,0.05,0.07,0.07,0.04,0.01,0.188386437786,0.00528344304161,35.6559986172
374,0.04,0.01,0.01,0.05,0.03,0.06,0.02,0.03,0.04,0.01,0.03,0.09,0.02,0.04,0.02,0.08,0.06,0.02,0.06,0.02,0.02,0.04,0.07,0.04,0.02,0.02,0.04,0.01,0.188661999908,0.00443073862351,42.5802593966
375,0.02,0.02,0.01,0.04,0.03,0.05,0.01,0.02,0.01,0.01,0.1,0.03,0.02,0.09,0.01,0.01,0.01,0.01,0.04,0.03,0.05,0.06,0.16,0.03,0.05,0.01,0.02,0.05,0.171343860958,0.00403604540869,42.453402677
376,0.01,0.03,0.08,0.05,0.08,0.04,0.02,0.01,0.01,0.05,0.03,0.03,0.02,0.04,0.01,0.01,0.03,0.08,0.11,0.02,0.03,0.01,0.02,0.05,0.03,0.02,0.01,0.07,0.191057670667,0.00438650237588,43.5558115088
377,0.01,0.07,0.04,0.03,0.04,0.01,0.02,0.03,0.04,0.05,0.03,0.03,0.02,0.1,0.01,0.05,0.04,0.01,0.01,0.04,0.03,0.05,0.09,0.03,0.04,0.03,0.02,0.03,0.183513310173,0.0045887640883,39.9918816138
378,0.02,0.13,0.06,0.01,0.02,0.04,0.03,0.02,0.01,0.01,0.04,0.01,0.1,0.03,0.05,0.01,0.02,0.02,0.01,0.06,0.03,0.08,0.01,0.01,0.03,0.05,0.05,0.04,0.212482067549,0.00493733347147,43.0357942758
379,0.04,0.01,0.03,0.01,0.12,0.01,0.01,0.03,0.13,0.02,0.1,0.03,0.01,0.04,0.01,0.04,0.03,0.02,0.03,0.01,0.06,0.03,0.02,0.1,0.01,0.01,0.01,0.03,0.225897844402,0.00404964235699,55.7821714828
380,0.04,0.04,0.03,0.04,0.01,0.05,0.01,0.02,0.01,0.03,0.02,0.04,0.11,0.02,0.07,0.06,0.06,0.02,0.02,0.04,0.04,0.01,0.08,0.04,0.03,0.02,0.01,0.03,0.172075719915,0.00458699383981,37.5138327899
381,0.03,0.02,0.06,0.01,0.04,0.02,0.02,0.06,0.02,0.07,0.02,0.02,0.01,0.01,0.02,0.07,0.06,0.02,0.01,0.02,0.03,0.03,0.12,0.05,0.06,0.01,0.05,0.04,0.180582490106,0.00453071584303,39.8573859766
382,0.02,0.02,0.08,0.04,0.02,0.01,0.04,0.01,0.01,0.02,0.02,0.1,0.06,0.06,0.01,0.02,0.03,0.02,0.06,0.03,0.03,0.02,0.03,0.01,0.06,0.05,0.1,0.02,0.16262171943,0.00453059383169,35.8941289975
383,0.01,0.01,0.01,0.06,0.01,0.03,0.06,0.07,0.06,0.02,0.05,0.05,0.01,0.02,0.08,0.07,0.09,0.01,0.02,0.03,0.07,0.04,0.04,0.01,0.01,0.02,0.01,0.03,0.202769881466,0.00432701957636,46.8613274999
384,0.06,0.01,0.03,0.01,0.03,0.09,0.03,0.01,0.01,0.01,0.02,0.16,0.06,0.02,0.02,0.04,0.01,0.04,0.05,0.02,0.02,0.07,0.06,0.03,0.03,0.01,0.03,0.02,0.195307488517,0.00463744214209,42.1153477569
385,0.09,0.04,0.06,0.06,0.07,0.02,0.03,0.02,0.02,0.01,0.03,0.05,0.02,0.03,0.06,0.04,0.02,0.03,0.02,0.02,0.05,0.02,0.04,0.04,0.04,0.02,0.02,0.03,0.172668815334,0.00451047727534,38.2817171651
386,0.02,0.01,0.01,0.01,0.01,0.03,0.06,0.02,0.01,0.07,0.04,0.05,0.01,0.03,0.03,0.05,0.01,0.03,0.04,0.02,0.02,0.13,0.03,0.04,0.03,0.06,0.07,0.06,0.252537890224,0.00455689843363,55.4188103822
387,0.03,0.01,0.01,0.09,0.05,0.06,0.04,0.01,0.04,0.01,0.01,0.01,0.09,0.06,0.01,0.01,0.06,0.06,0.01,0.01,0.05,0.03,0.01,0.05,0.06,0.03,0.08,0.01,0.173966977647,0.00483727776773,35.9638180812
388,0.11,0.04,0.02,0.04,0.04,0.01,0.01,0.08,0.01,0.06,0.04,0.01,0.01,0.07,0.04,0.1,0.02,0.01,0.02,0.02,0.04,0.05,0.03,0.01,0.01,0.03,0.03,0.04,0.198137950782,0.00465337936506,42.5793676461
389,0.03,0.02,0.03,0.01,0.03,0.02,0.04,0.02,0.03,0.02,0.05,0.02,0.02,0.06,0.11,0.01,0.04,0.03,0.07,0.04,0.01,0.08,0.02,0.03,0.06,0.07,0.01,0.02,0.232343393622,0.00484898068227,47.9159247781
390,0.02,0.04,0.02,0.09,0.03,0.03,0.01,0.02,0.03,0.09,0.05,0.01,0.01,0.04,0.02,0.06,0.04,0.06,0.04,0.01,0.02,0.01,0.04,0.04,0.1,0.04,0.02,0.01,0.165193506551,0.00486484989616,33.9565474942
391,0.04,0.02,0.02,0.12,0.01,0.05,0.01,0.04,0.07,0.04,0.01,0.04,0.07,0.01,0.03,0.01,0.07,0.02,0.03,0.02,0.01,0.01,0.04,0.01,0.02,0.01,0.14,0.03,0.157050874726,0.00453783871071,34.6091795539
392,0.01,0.01,0.09,0.03,0.01,0.06,0.04,0.01,0.07,0.05,0.15,0.01,0.06,0.02,0.04,0.06,0.01,0.01,0.03,0.01,0.02,0.01,0.01,0.03,0.04,0.02,0.03,0.06,0.181578284411,0.00369152224814,49.1879155007
393,0.13,0.04,0.02,0.05,0.03,0.06,0.01,0.02,0.01,0.01,0.02,0.01,0.05,0.06,0.02,0.03,0.01,0.06,0.02,0.05,0.07,0.07,0.02,0.02,0.02,0.06,0.02,0.01,0.193841781653,0.00525755218928,36.8692073182
394,0.01,0.01,0.01,0.02,0.06,0.01,0.02,0.01,0.05,0.05,0.01,0.08,0.01,0.02,0.03,0.01,0.05,0.03,0.08,0.08,0.02,0.04,0.05,0.03,0.01,0.14,0.05,0.01,0.224191378365,0.00508479812477,44.0905170399
395,0.01,0.1,0.03,0.01,0.02,0.01,0.01,0.04,0.06,0.01,0.01,0.04,0.01,0.17,0.03,0.1,0.01,0.01,0.02,0.01,0.03,0.03,0.04,0.02,0.06,0.02,0.06,0.03,0.174136368861,0.0049389600655,35.2576993033
396,0.05,0.03,0.03,0.03,0.05,0.03,0.05,0.04,0.06,0.02,0.03,0.03,0.01,0.1,0.04,0.06,0.01,0.02,0.05,0.02,0.01,0.05,0.04,0.02,0.01,0.02,0.07,0.02,0.195922015311,0.00461880342406,42.4183489365
397,0.03,0.02,0.03,0.01,0.14,0.01,0.04,0.04,0.05,0.09,0.01,0.04,0.01,0.03,0.06,0.01,0.01,0.01,0.03,0.01,0.02,0.05,0.03,0.12,0.02,0.01,0.05,0.02,0.253842059661,0.00473551978374,53.6038431373
398,0.02,0.02,0.03,0.01,0.01,0.01,0.03,0.06,0.02,0.04,0.04,0.01,0.03,0.01,0.06,0.05,0.01,0.06,0.01,0.01,0.03,0.01,0.02,0.06,0.03,0.07,0.17,0.07,0.21456221729,0.00450184432457,47.6609588917
399,0.04,0.03,0.03,0.09,0.08,0.03,0.01,0.01,0.05,0.12,0.02,0.02,0.01,0.08,0.01,0.01,0.02,0.01,0.03,0.03,0.05,0.06,0.01,0.03,0.08,0.02,0.01,0.01,0.188018332395,0.00490289840763,38.3484047115
400,0.06,0.02,0.01,0.05,0.02,0.01,0.07,0.01,0.01,0.01,0.06,0.17,0.01,0.01,0.05,0.03,0.03,0.02,0.01,0.03,0.03,0.02,0.01,0.13,0.03,0.01,0.06,0.02,0.209192197591,0.00434212371468,48.1773922939
401,0.04,0.01,0.01,0.09,0.01,0.01,0.06,0.12,0.07,0.01,0.01,0.02,0.13,0.01,0.13,0.03,0.01,0.01,0.02,0.01,0.02,0.09,0.01,0.02,0.01,0.01,0.02,0.01,0.243276836476,0.00480854344542,50.5926252382
402,0.03,0.06,0.01,0.04,0.06,0.06,0.01,0.04,0.04,0.01,0.01,0.02,0.05,0.01,0.05,0.01,0.12,0.01,0.02,0.03,0.02,0.04,0.02,0.01,0.12,0.05,0.01,0.04,0.173041536575,0.00495200213279,34.9437524327
