,AAPL,ACN,AMGN,AMT,ANTM,EBAY,EWO,EWT,EZU,FXI,GOOGL,GRMN,IAI,ICLR,INTC,IXG,LPX,MSFT,PCLN,PPA,PYPL,RHHBY,SAFM,SH,SONVY,UL,USD,XLV,portfolioreturn,portfoliostandarddeviation,returnoverrisk
303,0.1,0.08,0.03,0.15,0.1,0.07,0.02,0.07,0.02,0.07,0.07,0.01,0.06,0.02,0.01,0.1,0.06,0.1,0.02,0.13,0.18,0.02,0.02,0.14,0.24,0.04,0.04,0.03,0.472364905197,0.0109058040491,43.3131663719
304,0.02,0.07,0.14,0.1,0.14,0.11,0.06,0.16,0.13,0.07,0.08,0.04,0.06,0.05,0.03,0.04,0.07,0.04,0.1,0.13,0.02,0.03,0.05,0.02,0.02,0.12,0.07,0.03,0.398410768465,0.0103275107748,38.577618281
305,0.09,0.08,0.05,0.05,0.1,0.02,0.21,0.03,0.05,0.04,0.07,0.03,0.02,0.01,0.08,0.06,0.15,0.25,0.03,0.07,0.02,0.19,0.02,0.02,0.19,0.03,0.01,0.03,0.423641953746,0.012143352187,34.8867386222
306,0.03,0.16,0.09,0.04,0.04,0.21,0.12,0.09,0.02,0.06,0.01,0.07,0.47,0.05,0.01,0.01,0.01,0.08,0.05,0.02,0.04,0.01,0.01,0.18,0.03,0.04,0.01,0.04,0.313187663234,0.0104795610238,29.8855708291
307,0.01,0.04,0.14,0.06,0.04,0.16,0.09,0.06,0.04,0.17,0.02,0.05,0.08,0.04,0.05,0.03,0.03,0.14,0.02,0.17,0.05,0.01,0.1,0.11,0.04,0.01,0.16,0.08,0.457539398067,0.00955549632041,47.8823268541
308,0.02,0.08,0.07,0.03,0.1,0.16,0.01,0.01,0.03,0.34,0.03,0.3,0.04,0.05,0.03,0.08,0.05,0.01,0.05,0.01,0.19,0.04,0.16,0.01,0.01,0.04,0.03,0.02,0.486756568803,0.00940539140589,51.7529306114
309,0.07,0.22,0.06,0.02,0.02,0.14,0.14,0.01,0.06,0.03,0.17,0.02,0.01,0.02,0.1,0.01,0.01,0.14,0.18,0.01,0.04,0.05,0.04,0.05,0.13,0.05,0.13,0.07,0.444273696743,0.0114175099518,38.9116102039
310,0.09,0.04,0.04,0.03,0.01,0.03,0.12,0.12,0.03,0.07,0.11,0.08,0.26,0.12,0.07,0.01,0.04,0.07,0.16,0.01,0.06,0.13,0.01,0.02,0.08,0.07,0.07,0.05,0.413030636127,0.010873618701,37.9846532683
311,0.01,0.04,0.02,0.03,0.02,0.2,0.07,0.03,0.22,0.13,0.38,0.02,0.01,0.03,0.01,0.08,0.12,0.01,0.02,0.04,0.04,0.18,0.11,0.06,0.02,0.02,0.02,0.06,0.387150170274,0.0103101051824,37.5505548609
312,0.04,0.08,0.04,0.29,0.02,0.02,0.01,0.04,0.11,0.01,0.05,0.11,0.05,0.05,0.06,0.02,0.11,0.26,0.04,0.18,0.09,0.09,0.02,0.01,0.11,0.02,0.04,0.03,0.454147788608,0.0110105803475,41.246489674
313,0.07,0.08,0.1,0.01,0.04,0.04,0.05,0.01,0.05,0.17,0.09,0.09,0.09,0.09,0.04,0.02,0.05,0.2,0.03,0.09,0.04,0.13,0.03,0.06,0.16,0.04,0.09,0.04,0.426383859832,0.0108165022793,39.4197540778
314,0.06,0.09,0.16,0.01,0.05,0.11,0.03,0.06,0.09,0.03,0.02,0.09,0.05,0.02,0.1,0.29,0.04,0.02,0.01,0.08,0.08,0.12,0.12,0.14,0.02,0.02,0.03,0.06,0.356504898659,0.0102348676028,34.832389875
315,0.1,0.08,0.17,0.04,0.15,0.02,0.07,0.03,0.13,0.02,0.03,0.12,0.21,0.02,0.05,0.04,0.16,0.04,0.03,0.11,0.07,0.01,0.02,0.07,0.02,0.07,0.04,0.08,0.378355096661,0.0105165535119,35.9770999341
316,0.12,0.08,0.04,0.01,0.11,0.03,0.09,0.03,0.12,0.17,0.08,0.04,0.05,0.08,0.01,0.02,0.01,0.05,0.05,0.25,0.01,0.1,0.23,0.05,0.07,0.07,0.01,0.02,0.466226300688,0.0112460486738,41.4568987038
317,0.13,0.01,0.01,0.25,0.03,0.05,0.02,0.06,0.08,0.01,0.13,0.14,0.01,0.09,0.22,0.06,0.01,0.01,0.02,0.01,0.02,0.08,0.26,0.15,0.05,0.05,0.03,0.01,0.438591948662,0.0109014088396,40.2325933388
318,0.05,0.05,0.13,0.16,0.06,0.11,0.08,0.07,0.05,0.03,0.05,0.15,0.08,0.16,0.02,0.06,0.04,0.01,0.01,0.31,0.01,0.02,0.01,0.03,0.1,0.08,0.05,0.02,0.408737746025,0.0104903812825,38.9630972429
319,0.24,0.14,0.05,0.01,0.03,0.01,0.04,0.13,0.01,0.07,0.05,0.02,0.3,0.24,0.03,0.07,0.02,0.04,0.01,0.01,0.12,0.06,0.03,0.13,0.06,0.03,0.02,0.03,0.413753439058,0.01278152903,32.3712005102
320,0.03,0.13,0.05,0.07,0.02,0.01,0.03,0.13,0.03,0.17,0.01,0.04,0.03,0.16,0.09,0.02,0.1,0.09,0.07,0.04,0.05,0.06,0.07,0.01,0.21,0.08,0.12,0.08,0.500356824849,0.00989647773954,50.5590815256
321,0.15,0.07,0.03,0.01,0.01,0.03,0.02,0.06,0.02,0.01,0.06,0.14,0.17,0.06,0.01,0.22,0.16,0.04,0.08,0.13,0.09,0.05,0.09,0.17,0.01,0.08,0.02,0.01,0.369989520507,0.0114406078004,32.3400230969
322,0.04,0.01,0.02,0.12,0.28,0.03,0.11,0.09,0.05,0.09,0.08,0.03,0.06,0.05,0.02,0.09,0.03,0.04,0.11,0.11,0.1,0.04,0.25,0.03,0.02,0.04,0.01,0.05,0.517900239646,0.00960235275183,53.9347233987
323,0.08,0.03,0.04,0.08,0.04,0.06,0.12,0.12,0.04,0.03,0.17,0.07,0.04,0.01,0.03,0.06,0.05,0.15,0.13,0.14,0.04,0.03,0.02,0.01,0.02,0.03,0.34,0.02,0.530333610057,0.0113589020474,46.6888091686
324,0.11,0.01,0.03,0.03,0.12,0.07,0.01,0.16,0.05,0.13,0.03,0.06,0.04,0.05,0.05,0.17,0.02,0.04,0.07,0.09,0.14,0.14,0.1,0.02,0.04,0.14,0.03,0.05,0.437554859438,0.0108756126169,40.2326631933
325,0.07,0.03,0.01,0.11,0.02,0.13,0.04,0.03,0.03,0.05,0.08,0.05,0.02,0.04,0.3,0.1,0.07,0.02,0.16,0.05,0.03,0.15,0.09,0.06,0.02,0.01,0.17,0.06,0.414641483295,0.0103125645389,40.2074073555
326,0.17,0.07,0.08,0.03,0.07,0.04,0.01,0.03,0.12,0.2,0.02,0.13,0.06,0.03,0.06,0.05,0.04,0.08,0.06,0.11,0.07,0.02,0.1,0.2,0.03,0.06,0.01,0.05,0.370624848537,0.0109524129348,33.8395612679
327,0.02,0.17,0.05,0.03,0.23,0.13,0.02,0.19,0.13,0.11,0.05,0.01,0.01,0.04,0.02,0.05,0.18,0.01,0.08,0.03,0.09,0.14,0.01,0.05,0.02,0.03,0.05,0.05,0.381229760469,0.00989465934697,38.528841378
328,0.02,0.04,0.02,0.02,0.02,0.04,0.04,0.12,0.02,0.02,0.21,0.17,0.03,0.01,0.11,0.06,0.07,0.03,0.03,0.11,0.16,0.01,0.03,0.01,0.08,0.1,0.17,0.25,0.498206886855,0.00831629279303,59.9073288127
329,0.01,0.17,0.01,0.01,0.01,0.09,0.05,0.02,0.07,0.21,0.25,0.13,0.17,0.02,0.1,0.02,0.12,0.05,0.01,0.01,0.02,0.06,0.16,0.15,0.01,0.04,0.02,0.01,0.377842550768,0.0100603448906,37.5576140656
330,0.03,0.1,0.01,0.05,0.03,0.2,0.06,0.02,0.03,0.04,0.1,0.08,0.11,0.04,0.04,0.02,0.03,0.18,0.06,0.05,0.09,0.08,0.03,0.1,0.03,0.08,0.19,0.12,0.444248601569,0.00965667727855,46.0042920308
331,0.03,0.18,0.22,0.02,0.01,0.02,0.05,0.06,0.01,0.19,0.04,0.02,0.02,0.04,0.33,0.07,0.05,0.04,0.03,0.01,0.03,0.15,0.03,0.05,0.09,0.16,0.04,0.01,0.341334049596,0.0114751236656,29.7455661082
332,0.1,0.02,0.18,0.12,0.04,0.05,0.04,0.02,0.12,0.06,0.19,0.07,0.08,0.1,0.04,0.03,0.02,0.07,0.04,0.01,0.02,0.05,0.09,0.02,0.01,0.27,0.05,0.09,0.395342621457,0.0114687452217,34.4713056063
333,0.1,0.03,0.04,0.12,0.04,0.24,0.03,0.04,0.02,0.04,0.03,0.09,0.01,0.16,0.05,0.03,0.02,0.06,0.06,0.05,0.26,0.03,0.1,0.07,0.01,0.18,0.03,0.06,0.508609904247,0.0104771738584,48.5445704271
334,0.1,0.06,0.03,0.04,0.23,0.04,0.03,0.21,0.06,0.02,0.2,0.03,0.07,0.02,0.01,0.05,0.01,0.08,0.01,0.01,0.02,0.01,0.17,0.1,0.04,0.13,0.1,0.12,0.440003946369,0.010704734722,41.1036758775
335,0.08,0.01,0.03,0.03,0.05,0.09,0.01,0.03,0.04,0.01,0.1,0.27,0.19,0.03,0.04,0.04,0.1,0.02,0.02,0.02,0.2,0.02,0.04,0.11,0.03,0.03,0.06,0.3,0.421150463377,0.00765641104587,55.0062504291
336,0.02,0.2,0.03,0.07,0.05,0.03,0.18,0.02,0.04,0.11,0.07,0.07,0.11,0.02,0.13,0.02,0.04,0.08,0.06,0.07,0.07,0.09,0.03,0.14,0.14,0.03,0.01,0.07,0.403190055211,0.00977956125079,41.2278265733
337,0.04,0.05,0.1,0.07,0.01,0.02,0.05,0.12,0.05,0.21,0.05,0.08,0.12,0.08,0.06,0.01,0.16,0.02,0.14,0.01,0.06,0.01,0.03,0.01,0.21,0.04,0.09,0.1,0.458574762001,0.00956337627149,47.9511366051
338,0.02,0.05,0.05,0.09,0.18,0.04,0.05,0.22,0.07,0.07,0.02,0.16,0.03,0.03,0.04,0.08,0.05,0.11,0.16,0.07,0.04,0.03,0.01,0.08,0.01,0.08,0.07,0.09,0.376685781185,0.00925025308527,40.7216729869
339,0.09,0.03,0.03,0.03,0.06,0.03,0.06,0.06,0.02,0.19,0.08,0.07,0.08,0.01,0.32,0.04,0.04,0.01,0.03,0.12,0.03,0.14,0.03,0.01,0.06,0.04,0.2,0.09,0.434653064129,0.0102451545703,42.4252324499
340,0.11,0.22,0.14,0.04,0.03,0.01,0.03,0.04,0.09,0.04,0.01,0.1,0.12,0.16,0.05,0.01,0.07,0.05,0.07,0.11,0.02,0.04,0.01,0.2,0.04,0.09,0.08,0.02,0.350425111542,0.0111169608196,31.5216647091
341,0.08,0.01,0.07,0.04,0.02,0.06,0.17,0.03,0.18,0.01,0.07,0.04,0.01,0.09,0.02,0.04,0.11,0.01,0.02,0.12,0.01,0.46,0.03,0.02,0.03,0.04,0.03,0.18,0.338773183833,0.0101566166539,33.3549247134
342,0.12,0.27,0.05,0.02,0.05,0.07,0.03,0.16,0.02,0.13,0.03,0.05,0.11,0.1,0.04,0.01,0.06,0.06,0.01,0.03,0.08,0.08,0.04,0.04,0.25,0.02,0.04,0.03,0.444781839814,0.0115002311137,38.6759044592
343,0.06,0.09,0.09,0.07,0.03,0.24,0.02,0.06,0.03,0.06,0.08,0.06,0.12,0.15,0.06,0.01,0.04,0.23,0.05,0.03,0.09,0.05,0.05,0.02,0.04,0.04,0.11,0.02,0.45368567958,0.0111603505929,40.6515615979
344,0.01,0.24,0.07,0.11,0.03,0.03,0.09,0.23,0.03,0.02,0.02,0.04,0.16,0.02,0.04,0.09,0.02,0.13,0.01,0.01,0.1,0.1,0.06,0.13,0.01,0.06,0.05,0.09,0.393084302298,0.0102217493206,38.4556781787
345,0.08,0.05,0.03,0.35,0.05,0.08,0.03,0.1,0.03,0.02,0.14,0.03,0.02,0.1,0.01,0.07,0.08,0.03,0.04,0.07,0.13,0.13,0.03,0.09,0.09,0.01,0.1,0.01,0.461124736796,0.0107093394758,43.058186533
346,0.01,0.04,0.04,0.13,0.09,0.05,0.05,0.08,0.09,0.03,0.01,0.04,0.05,0.12,0.01,0.02,0.12,0.08,0.08,0.01,0.21,0.21,0.03,0.01,0.02,0.05,0.3,0.02,0.580759750941,0.0099475614703,58.3821223598
347,0.09,0.02,0.01,0.06,0.02,0.02,0.01,0.01,0.2,0.04,0.16,0.1,0.03,0.18,0.01,0.01,0.21,0.23,0.02,0.02,0.05,0.12,0.08,0.08,0.01,0.02,0.17,0.02,0.48971976381,0.0111175476918,44.0492613465
348,0.02,0.11,0.02,0.01,0.01,0.08,0.04,0.01,0.2,0.05,0.2,0.02,0.03,0.21,0.03,0.09,0.09,0.09,0.1,0.09,0.01,0.09,0.01,0.17,0.03,0.07,0.1,0.02,0.388453490216,0.0103582131559,37.5019788035
349,0.06,0.09,0.04,0.22,0.11,0.17,0.03,0.11,0.02,0.01,0.04,0.06,0.13,0.03,0.02,0.01,0.07,0.04,0.04,0.07,0.07,0.09,0.08,0.03,0.09,0.15,0.03,0.09,0.406409412835,0.0101786875386,39.9274868487
350,0.04,0.03,0.08,0.03,0.08,0.07,0.07,0.07,0.02,0.01,0.23,0.12,0.03,0.12,0.06,0.03,0.01,0.01,0.19,0.1,0.04,0.02,0.02,0.04,0.05,0.16,0.16,0.11,0.432467488063,0.00985061065917,43.9026069577
351,0.01,0.05,0.03,0.01,0.3,0.04,0.12,0.05,0.01,0.09,0.31,0.02,0.01,0.02,0.1,0.03,0.01,0.08,0.06,0.15,0.01,0.06,0.1,0.01,0.03,0.06,0.01,0.22,0.405774614104,0.00917740297298,44.2145359966
352,0.01,0.3,0.01,0.21,0.02,0.22,0.1,0.04,0.03,0.05,0.11,0.03,0.07,0.02,0.02,0.02,0.02,0.02,0.11,0.09,0.02,0.19,0.02,0.05,0.07,0.01,0.11,0.03,0.380313165387,0.0104867376825,36.2661083838
353,0.13,0.05,0.18,0.04,0.06,0.03,0.03,0.06,0.04,0.02,0.22,0.04,0.03,0.06,0.02,0.09,0.26,0.06,0.02,0.02,0.1,0.17,0.09,0.05,0.02,0.03,0.02,0.06,0.387535414017,0.0119185451365,32.5153288072
354,0.01,0.01,0.01,0.25,0.03,0.04,0.06,0.01,0.1,0.24,0.09,0.1,0.08,0.03,0.02,0.02,0.02,0.04,0.03,0.33,0.02,0.12,0.01,0.09,0.15,0.04,0.01,0.04,0.38855264016,0.00978059614595,39.7268872328
355,0.01,0.04,0.02,0.05,0.15,0.01,0.11,0.02,0.04,0.04,0.08,0.15,0.07,0.13,0.05,0.17,0.19,0.03,0.01,0.02,0.01,0.21,0.05,0.02,0.05,0.06,0.2,0.01,0.458588800912,0.0098056685218,46.7677241885
356,0.03,0.1,0.01,0.17,0.05,0.04,0.01,0.02,0.03,0.06,0.08,0.27,0.09,0.04,0.2,0.01,0.02,0.03,0.08,0.08,0.05,0.16,0.01,0.01,0.08,0.08,0.06,0.13,0.370825510426,0.00893966516185,41.4809172058
357,0.03,0.01,0.06,0.01,0.16,0.05,0.03,0.33,0.17,0.13,0.03,0.07,0.03,0.03,0.1,0.09,0.02,0.14,0.02,0.03,0.11,0.01,0.06,0.02,0.02,0.06,0.07,0.11,0.457154917849,0.00961214469954,47.5601369038
358,0.04,0.07,0.09,0.07,0.2,0.11,0.24,0.02,0.03,0.12,0.03,0.05,0.02,0.05,0.06,0.01,0.01,0.05,0.01,0.04,0.04,0.06,0.13,0.15,0.01,0.24,0.04,0.01,0.430790751505,0.0107857860711,39.9405985493
359,0.18,0.07,0.06,0.17,0.01,0.03,0.01,0.05,0.12,0.03,0.02,0.05,0.08,0.01,0.18,0.03,0.07,0.1,0.01,0.05,0.09,0.25,0.17,0.02,0.01,0.02,0.07,0.04,0.438277948752,0.0122364250837,35.8174831093
360,0.05,0.01,0.01,0.08,0.04,0.02,0.1,0.05,0.11,0.04,0.31,0.09,0.01,0.07,0.11,0.07,0.06,0.03,0.03,0.01,0.03,0.02,0.17,0.08,0.09,0.15,0.07,0.09,0.474618969831,0.0101577783502,46.7246826489
361,0.07,0.08,0.06,0.23,0.03,0.01,0.02,0.01,0.06,0.13,0.04,0.09,0.02,0.1,0.19,0.02,0.07,0.07,0.04,0.12,0.13,0.02,0.04,0.12,0.05,0.12,0.04,0.02,0.441034953252,0.0102855812667,42.8789527609
362,0.04,0.01,0.02,0.12,0.06,0.04,0.15,0.03,0.06,0.22,0.01,0.04,0.23,0.06,0.1,0.02,0.02,0.04,0.03,0.09,0.25,0.05,0.02,0.02,0.01,0.01,0.19,0.06,0.582421902815,0.00957262611426,60.8424371602
363,0.02,0.14,0.09,0.02,0.03,0.01,0.17,0.04,0.15,0.19,0.01,0.03,0.06,0.03,0.02,0.02,0.07,0.03,0.17,0.03,0.09,0.05,0.08,0.09,0.1,0.01,0.01,0.24,0.43394243239,0.00809928873025,53.5778445297
364,0.12,0.01,0.01,0.08,0.04,0.05,0.02,0.09,0.01,0.18,0.08,0.05,0.02,0.18,0.03,0.03,0.03,0.03,0.07,0.13,0.06,0.09,0.15,0.02,0.29,0.03,0.09,0.01,0.537909595462,0.0111192256836,48.3765336514
365,0.05,0.03,0.01,0.22,0.19,0.02,0.13,0.02,0.06,0.22,0.05,0.01,0.03,0.01,0.04,0.09,0.02,0.05,0.08,0.09,0.08,0.05,0.06,0.09,0.02,0.06,0.08,0.14,0.452244174319,0.00892975038756,50.6446602302
366,0.05,0.06,0.12,0.03,0.04,0.08,0.03,0.05,0.08,0.31,0.18,0.01,0.08,0.08,0.07,0.02,0.11,0.03,0.03,0.09,0.13,0.01,0.01,0.05,0.01,0.1,0.05,0.09,0.424138307083,0.00998577020059,42.4742707435
367,0.12,0.05,0.04,0.19,0.04,0.02,0.06,0.03,0.1,0.05,0.04,0.05,0.1,0.18,0.02,0.01,0.14,0.03,0.08,0.03,0.05,0.05,0.05,0.02,0.01,0.09,0.34,0.01,0.560605797363,0.0110101737431,50.9170709239
368,0.08,0.13,0.02,0.09,0.05,0.06,0.12,0.01,0.09,0.05,0.09,0.06,0.15,0.09,0.05,0.01,0.08,0.06,0.11,0.04,0.02,0.01,0.01,0.12,0.02,0.15,0.03,0.2,0.36379257707,0.00922125644797,39.4515193371
369,0.13,0.03,0.02,0.03,0.02,0.15,0.02,0.05,0.03,0.15,0.07,0.01,0.06,0.17,0.04,0.18,0.01,0.04,0.12,0.08,0.1,0.09,0.04,0.15,0.06,0.02,0.12,0.01,0.427462356786,0.0110247366331,38.7730220694
370,0.04,0.01,0.01,0.16,0.16,0.01,0.01,0.03,0.08,0.07,0.01,0.01,0.07,0.08,0.05,0.19,0.19,0.12,0.03,0.04,0.01,0.03,0.19,0.04,0.08,0.09,0.16,0.03,0.51622573964,0.0101656887463,50.7811868458
371,0.02,0.09,0.09,0.02,0.25,0.03,0.23,0.11,0.01,0.13,0.11,0.01,0.04,0.02,0.04,0.01,0.03,0.01,0.02,0.05,0.15,0.05,0.01,0.01,0.14,0.15,0.02,0.15,0.481721955502,0.00959793160542,50.1901842299
372,0.07,0.02,0.03,0.02,0.01,0.01,0.09,0.03,0.13,0.06,0.05,0.08,0.01,0.15,0.11,0.03,0.11,0.12,0.03,0.25,0.02,0.16,0.18,0.03,0.06,0.05,0.03,0.06,0.469860812033,0.0105625041075,44.4838465625
373,0.05,0.1,0.01,0.12,0.01,0.12,0.16,0.02,0.22,0.01,0.27,0.01,0.02,0.06,0.01,0.08,0.01,0.27,0.02,0.06,0.04,0.02,0.01,0.03,0.04,0.03,0.04,0.16,0.442985299349,0.0109579451403,40.4259460764
374,0.06,0.14,0.01,0.03,0.01,0.04,0.05,0.08,0.09,0.09,0.01,0.04,0.08,0.01,0.09,0.02,0.06,0.11,0.2,0.04,0.03,0.34,0.08,0.04,0.05,0.11,0.02,0.07,0.339290006819,0.0110017856728,30.8395397719
375,0.04,0.2,0.03,0.29,0.01,0.24,0.02,0.06,0.04,0.13,0.01,0.03,0.1,0.01,0.1,0.05,0.03,0.01,0.1,0.11,0.03,0.05,0.05,0.04,0.07,0.05,0.07,0.03,0.386574975104,0.0103839984867,37.2279498691
376,0.13,0.01,0.14,0.32,0.08,0.03,0.06,0.02,0.08,0.02,0.02,0.08,0.15,0.04,0.04,0.01,0.04,0.08,0.01,0.04,0.06,0.01,0.02,0.22,0.08,0.17,0.01,0.03,0.353717633861,0.0113155129376,31.2595315662
377,0.08,0.03,0.02,0.01,0.03,0.08,0.01,0.29,0.17,0.04,0.14,0.15,0.04,0.17,0.01,0.02,0.01,0.03,0.1,0.07,0.03,0.06,0.1,0.01,0.01,0.04,0.06,0.19,0.423873009513,0.00933359017428,45.4137155798
378,0.01,0.06,0.01,0.15,0.04,0.01,0.12,0.03,0.06,0.12,0.22,0.02,0.04,0.08,0.04,0.14,0.07,0.02,0.03,0.04,0.04,0.17,0.01,0.11,0.17,0.01,0.17,0.01,0.457717922269,0.0100495927462,45.545917514
379,0.07,0.08,0.02,0.12,0.08,0.02,0.04,0.02,0.08,0.13,0.04,0.06,0.05,0.04,0.02,0.03,0.01,0.04,0.17,0.04,0.22,0.12,0.01,0.05,0.14,0.06,0.04,0.2,0.470241114118,0.00872024788357,53.9252003379
380,0.03,0.03,0.12,0.05,0.05,0.14,0.03,0.02,0.15,0.02,0.03,0.02,0.07,0.01,0.3,0.04,0.07,0.04,0.03,0.1,0.03,0.11,0.03,0.04,0.17,0.16,0.03,0.08,0.365412846284,0.010534509459,34.6872199133
381,0.01,0.09,0.01,0.05,0.06,0.02,0.04,0.07,0.03,0.3,0.09,0.01,0.28,0.14,0.05,0.01,0.02,0.06,0.13,0.01,0.06,0.03,0.04,0.07,0.01,0.01,0.08,0.22,0.415047173362,0.00813860899794,50.9973109
382,0.07,0.08,0.12,0.04,0.01,0.01,0.01,0.13,0.12,0.01,0.06,0.07,0.07,0.06,0.01,0.01,0.03,0.01,0.02,0.32,0.21,0.02,0.03,0.22,0.03,0.12,0.01,0.1,0.408936162231,0.0103338977485,39.5723058406
383,0.22,0.02,0.06,0.1,0.01,0.02,0.06,0.04,0.12,0.06,0.15,0.14,0.02,0.05,0.08,0.04,0.22,0.03,0.04,0.05,0.15,0.02,0.01,0.03,0.01,0.05,0.16,0.04,0.493868428914,0.0120057885648,41.1358592772
384,0.02,0.04,0.1,0.05,0.14,0.01,0.01,0.29,0.27,0.09,0.03,0.11,0.04,0.06,0.01,0.04,0.02,0.09,0.01,0.02,0.11,0.02,0.12,0.03,0.04,0.04,0.08,0.11,0.489149568373,0.00921841676279,53.0622102428
385,0.08,0.01,0.22,0.04,0.02,0.01,0.03,0.08,0.11,0.16,0.08,0.03,0.11,0.08,0.02,0.2,0.11,0.11,0.01,0.02,0.05,0.08,0.05,0.15,0.07,0.04,0.02,0.01,0.354411215175,0.0111579416149,31.7631358369
386,0.02,0.04,0.06,0.05,0.06,0.03,0.03,0.12,0.03,0.12,0.05,0.18,0.01,0.06,0.1,0.2,0.14,0.02,0.06,0.1,0.04,0.05,0.06,0.07,0.05,0.02,0.18,0.05,0.441267910063,0.00924866607221,47.711519328
387,0.13,0.02,0.03,0.02,0.01,0.04,0.05,0.15,0.08,0.04,0.13,0.2,0.04,0.01,0.01,0.03,0.02,0.12,0.21,0.04,0.05,0.05,0.03,0.09,0.14,0.06,0.16,0.04,0.435215872221,0.0112663117426,38.6298446347
388,0.02,0.09,0.06,0.03,0.16,0.05,0.14,0.12,0.01,0.03,0.08,0.08,0.2,0.07,0.09,0.01,0.17,0.18,0.07,0.04,0.05,0.03,0.02,0.08,0.03,0.02,0.06,0.01,0.413236174339,0.0105816649994,39.0520938208
389,0.1,0.1,0.09,0.01,0.02,0.08,0.06,0.02,0.06,0.01,0.04,0.07,0.01,0.06,0.03,0.28,0.1,0.04,0.07,0.01,0.03,0.06,0.16,0.01,0.3,0.01,0.14,0.03,0.514392373373,0.0112475134727,45.7338748354
390,0.03,0.03,0.03,0.12,0.06,0.02,0.03,0.06,0.22,0.01,0.01,0.01,0.17,0.05,0.01,0.07,0.11,0.09,0.08,0.11,0.2,0.1,0.04,0.01,0.06,0.16,0.01,0.1,0.475216962304,0.00995219939218,47.7499438645
391,0.02,0.02,0.01,0.06,0.12,0.02,0.3,0.06,0.06,0.05,0.03,0.04,0.29,0.05,0.03,0.05,0.02,0.12,0.03,0.06,0.05,0.11,0.07,0.01,0.01,0.06,0.13,0.12,0.497888393041,0.0099735205984,49.9210271969
392,0.07,0.13,0.04,0.06,0.23,0.02,0.01,0.04,0.03,0.07,0.08,0.01,0.02,0.01,0.01,0.09,0.01,0.22,0.03,0.14,0.03,0.03,0.16,0.1,0.07,0.18,0.03,0.08,0.427371696821,0.0112136850935,38.1116192633
393,0.05,0.02,0.08,0.01,0.07,0.01,0.09,0.03,0.08,0.01,0.04,0.07,0.21,0.07,0.05,0.11,0.08,0.04,0.03,0.06,0.01,0.13,0.04,0.04,0.15,0.16,0.2,0.06,0.450552797127,0.0103269648167,43.6287723572
394,0.04,0.08,0.03,0.06,0.01,0.03,0.15,0.02,0.02,0.04,0.07,0.24,0.11,0.04,0.14,0.03,0.02,0.1,0.05,0.12,0.16,0.02,0.09,0.01,0.19,0.02,0.01,0.1,0.514562578712,0.00945337648569,54.4316181093
395,0.05,0.01,0.04,0.07,0.01,0.16,0.03,0.14,0.15,0.05,0.06,0.07,0.07,0.04,0.21,0.18,0.06,0.02,0.08,0.14,0.01,0.04,0.05,0.02,0.13,0.08,0.01,0.02,0.376693748381,0.0107086537421,35.176573774
396,0.03,0.09,0.06,0.01,0.05,0.04,0.08,0.01,0.17,0.01,0.02,0.03,0.02,0.09,0.04,0.01,0.06,0.05,0.14,0.07,0.05,0.06,0.18,0.21,0.08,0.16,0.07,0.11,0.439214347045,0.00936449699183,46.9020757258
397,0.05,0.07,0.01,0.09,0.09,0.02,0.16,0.01,0.04,0.03,0.08,0.02,0.31,0.02,0.02,0.13,0.24,0.16,0.05,0.15,0.02,0.03,0.06,0.05,0.01,0.01,0.04,0.03,0.417822794647,0.0111762540818,37.3848689901
398,0.17,0.03,0.03,0.04,0.06,0.02,0.04,0.1,0.04,0.19,0.15,0.08,0.01,0.01,0.1,0.01,0.02,0.09,0.04,0.15,0.05,0.03,0.02,0.11,0.16,0.11,0.01,0.13,0.383853081062,0.0111255547692,34.501927232
399,0.07,0.03,0.22,0.12,0.06,0.12,0.06,0.03,0.11,0.08,0.17,0.07,0.01,0.07,0.05,0.02,0.02,0.13,0.01,0.02,0.01,0.2,0.08,0.07,0.06,0.02,0.06,0.03,0.366116980545,0.0112764584798,32.4673727307
400,0.05,0.17,0.2,0.01,0.08,0.07,0.03,0.01,0.12,0.02,0.11,0.05,0.01,0.3,0.02,0.01,0.01,0.07,0.06,0.02,0.08,0.01,0.06,0.13,0.18,0.07,0.02,0.03,0.444668661794,0.0110399290314,40.2782174169
401,0.02,0.05,0.01,0.04,0.07,0.02,0.1,0.07,0.05,0.01,0.04,0.01,0.24,0.01,0.04,0.03,0.12,0.05,0.26,0.09,0.05,0.13,0.07,0.2,0.09,0.06,0.02,0.05,0.351017018455,0.00993899256321,35.3171628032
402,0.04,0.09,0.03,0.16,0.07,0.01,0.02,0.17,0.01,0.04,0.02,0.1,0.07,0.05,0.23,0.04,0.03,0.06,0.09,0.04,0.07,0.05,0.03,0.11,0.01,0.04,0.3,0.02,0.478688179789,0.0100236380389,47.7559323205
403,0.01,0.03,0.07,0.25,0.04,0.04,0.01,0.09,0.15,0.05,0.05,0.06,0.04,0.06,0.05,0.17,0.04,0.09,0.03,0.05,0.09,0.12,0.11,0.02,0.03,0.04,0.06,0.15,0.446893933229,0.00886548625261,50.4082822414
