,a,b,c,d,f,g,l,m,p,portfolioreturn,portfoliostandarddeviation,s,w,returnoverrisk
561,0.0215,0.025,0.0485,0.0185,0.038,0.0285,0.0465,0.0445,0.0455,0.0094179619272,0.00279633575654,0.022,0.013,3.36796534722
562,0.036,0.021,0.019,0.028,0.014,0.0325,0.049,0.039,0.0315,0.0366549546894,0.00287307998523,0.0235,0.043,12.7580696945
563,0.0155,0.0385,0.04,0.0325,0.049,0.014,0.0465,0.035,0.0195,0.037360336021,0.00254856319233,0.0175,0.0325,14.6593720467
564,0.0485,0.03,0.0245,0.0495,0.039,0.0295,0.0375,0.0145,0.0205,0.0494844126736,0.00251221846226,0.0235,0.035,19.6974958257
565,0.0435,0.047,0.0495,0.024,0.023,0.0385,0.039,0.0315,0.021,0.0612547345131,0.00300250206245,0.03,0.0415,20.4012297874
566,0.0165,0.0465,0.042,0.0365,0.0205,0.0295,0.0465,0.035,0.049,0.0297561335941,0.00312621958318,0.0325,0.0295,9.51824809563
567,0.036,0.016,0.011,0.0335,0.013,0.047,0.0375,0.0295,0.0235,0.0464277173897,0.00261241962662,0.018,0.0485,17.7719218293
568,0.0485,0.049,0.028,0.0195,0.023,0.026,0.029,0.0175,0.029,0.0320871983494,0.00239251471489,0.0335,0.01,13.4114946712
569,0.02,0.0235,0.0255,0.027,0.049,0.047,0.019,0.041,0.0115,0.0214210663928,0.00227511163754,0.0445,0.018,9.41539133261
570,0.0475,0.02,0.0485,0.039,0.0445,0.017,0.035,0.0445,0.036,0.0228631332555,0.00249773621775,0.012,0.021,9.1535419525
571,0.049,0.039,0.029,0.032,0.039,0.016,0.03,0.0465,0.018,0.0336494570729,0.00236515176691,0.026,0.0245,14.2271872544
572,0.036,0.017,0.0175,0.012,0.0295,0.0335,0.045,0.034,0.019,0.0195350383122,0.00228690903868,0.025,0.0165,8.54211426068
573,0.0355,0.0155,0.0495,0.0135,0.0495,0.026,0.024,0.0115,0.0355,0.0383175799164,0.00276652018471,0.0375,0.036,13.8504609972
574,0.0275,0.0395,0.049,0.018,0.039,0.015,0.0215,0.043,0.035,0.0145574561248,0.00243864367486,0.034,0.01,5.9694888084
575,0.038,0.0395,0.0385,0.0145,0.0175,0.0335,0.021,0.027,0.024,0.0486424993049,0.00247807236788,0.028,0.0355,19.6291681935
576,0.0315,0.012,0.02,0.0365,0.0225,0.04,0.0105,0.043,0.0275,0.0136035967508,0.00235087549935,0.048,0.022,5.78660875684
577,0.02,0.045,0.01,0.0425,0.021,0.035,0.022,0.0485,0.0255,0.0248399742754,0.00213651037592,0.024,0.024,11.6264234218
578,0.04,0.016,0.029,0.013,0.035,0.0315,0.0185,0.01,0.0155,0.0355656186745,0.00186601120083,0.022,0.0225,19.0597026742
579,0.033,0.027,0.035,0.03,0.02,0.0345,0.0245,0.0215,0.046,0.0285500960417,0.00266239383025,0.0325,0.0275,10.7234683755
580,0.028,0.034,0.0285,0.0275,0.04,0.015,0.011,0.042,0.033,0.0179342036218,0.00242136303915,0.043,0.023,7.40665622286
581,0.029,0.0235,0.046,0.0175,0.02,0.0155,0.011,0.011,0.036,0.0283666822685,0.00188189681012,0.0115,0.0205,15.0734525485
582,0.028,0.044,0.0155,0.0385,0.0495,0.046,0.016,0.0315,0.0245,0.0431934681763,0.00266239131589,0.0425,0.0375,16.2235610965
583,0.0455,0.0235,0.023,0.0155,0.0305,0.0425,0.032,0.028,0.036,0.0171411341159,0.0026236064,0.0405,0.0115,6.53342441756
584,0.029,0.0275,0.0145,0.015,0.034,0.0255,0.0355,0.0165,0.0395,0.041345856175,0.00268758938163,0.017,0.046,15.3839929781
585,0.0315,0.0155,0.0475,0.023,0.036,0.01,0.046,0.039,0.017,0.0146774508263,0.00241031492241,0.034,0.012,6.08943283294
586,0.0105,0.033,0.025,0.0415,0.038,0.046,0.0315,0.0225,0.016,0.0293865815472,0.00223252486618,0.0345,0.019,13.1629358276
587,0.0415,0.039,0.0245,0.025,0.0255,0.042,0.0355,0.0225,0.0475,0.047040130571,0.00309785657441,0.0275,0.0435,15.184734813
588,0.032,0.0495,0.0195,0.024,0.0135,0.0155,0.0195,0.0125,0.031,0.0388226521571,0.00232238364337,0.0355,0.028,16.716726484
589,0.017,0.016,0.0165,0.0415,0.048,0.017,0.033,0.0435,0.018,0.0081159024188,0.00197905408655,0.0255,0.0165,4.10089975506
590,0.0135,0.02,0.0195,0.017,0.049,0.046,0.0135,0.045,0.025,0.0276241756815,0.00269481167529,0.0485,0.041,10.2508742762
591,0.028,0.0115,0.0135,0.014,0.0435,0.0395,0.043,0.029,0.012,0.033051782934,0.00273889069785,0.0455,0.037,12.0675801192
592,0.017,0.0235,0.02,0.046,0.0365,0.0385,0.0485,0.036,0.0335,0.014309440397,0.00290480188649,0.047,0.021,4.92613298814
593,0.0235,0.0235,0.0105,0.0165,0.042,0.028,0.0315,0.01,0.0215,0.0307563015979,0.00189490719022,0.011,0.025,16.2310332435
594,0.0495,0.0405,0.0325,0.037,0.0285,0.0325,0.0295,0.023,0.022,0.0447321179197,0.0025934656104,0.0375,0.0265,17.248008896
595,0.0255,0.029,0.0185,0.047,0.028,0.02,0.041,0.046,0.045,0.0218020435488,0.00301308914625,0.0375,0.038,7.23577779832
596,0.0455,0.0225,0.0205,0.0495,0.0235,0.038,0.037,0.0245,0.0325,0.0457928839204,0.00300642785045,0.039,0.046,15.2316590314
597,0.0315,0.018,0.0425,0.0325,0.0435,0.048,0.0135,0.014,0.021,0.0267881358663,0.00222203370098,0.041,0.012,12.0556838785
598,0.011,0.0325,0.0285,0.0475,0.049,0.0245,0.0325,0.013,0.045,0.0227373986727,0.00241743380438,0.0195,0.023,9.40559308448
599,0.0445,0.0475,0.0115,0.016,0.02,0.0295,0.0305,0.0395,0.0395,0.0191864337784,0.00265876584339,0.038,0.014,7.21629316327
600,0.0205,0.026,0.017,0.0125,0.031,0.015,0.047,0.041,0.0285,0.0276998564111,0.00264720232559,0.0225,0.039,10.4638229361
601,0.023,0.044,0.032,0.0345,0.0245,0.0255,0.0405,0.0255,0.037,0.0435125149664,0.00295777791835,0.0335,0.041,14.7112177342
602,0.023,0.027,0.0425,0.042,0.0105,0.044,0.0135,0.028,0.0115,0.0413510723977,0.0021987533616,0.037,0.029,18.80659883
603,0.021,0.037,0.0275,0.0455,0.0105,0.031,0.0225,0.0245,0.021,0.037082426533,0.00236496467325,0.0415,0.03,15.6799071684
604,0.021,0.0335,0.0305,0.045,0.0105,0.0475,0.037,0.01,0.015,0.0579841105362,0.00271683046496,0.038,0.044,21.3425575442
605,0.036,0.0415,0.0495,0.044,0.0165,0.032,0.0355,0.02,0.0225,0.0486877719725,0.00231683861948,0.01,0.025,21.0147446452
606,0.0125,0.0205,0.028,0.031,0.029,0.0145,0.0175,0.0255,0.0385,0.00954020278175,0.00192611485542,0.021,0.017,4.95308094163
607,0.0455,0.0375,0.032,0.0125,0.0245,0.0425,0.0315,0.0185,0.0475,0.0313027048061,0.00305126616413,0.045,0.022,10.2589230576
608,0.024,0.04,0.034,0.01,0.029,0.0265,0.0455,0.049,0.049,0.035439063559,0.00364086435656,0.0475,0.0495,9.73369510323
609,0.037,0.032,0.0335,0.044,0.043,0.02,0.0395,0.048,0.0495,0.014758274274,0.00324717099779,0.049,0.0245,4.5449636881
610,0.043,0.0375,0.029,0.031,0.0215,0.022,0.034,0.02,0.029,0.0261830674207,0.00220371477564,0.023,0.01,11.8813322442
611,0.028,0.0245,0.0375,0.0325,0.048,0.0275,0.0105,0.0355,0.018,0.0450817726938,0.0027787524054,0.048,0.048,16.2237458099
612,0.0405,0.043,0.0325,0.047,0.023,0.0285,0.0425,0.0185,0.043,0.0427729763313,0.00273089219111,0.0125,0.0305,15.6626381922
613,0.011,0.0165,0.04,0.04,0.018,0.045,0.037,0.0395,0.046,0.0239874326183,0.0027555002464,0.0195,0.035,8.70529140748
614,0.0165,0.036,0.043,0.0205,0.0315,0.025,0.029,0.0125,0.0405,0.0409936526663,0.00245075731926,0.0105,0.035,16.7269326686
615,0.0385,0.01,0.0435,0.048,0.0105,0.034,0.0245,0.0405,0.0225,0.0206581521594,0.00219458957832,0.0305,0.0175,9.41321892871
616,0.033,0.014,0.0185,0.039,0.0155,0.0145,0.0215,0.0185,0.035,0.0231860608547,0.00202628656621,0.0195,0.0285,11.4426366148
617,0.025,0.042,0.017,0.0175,0.01,0.0445,0.0205,0.017,0.0225,0.0260930849773,0.00215179286798,0.0405,0.01,12.1262066463
618,0.0225,0.043,0.0135,0.035,0.042,0.01,0.0335,0.036,0.0105,0.0285066403306,0.00190238779281,0.0155,0.021,14.9846631893
619,0.0285,0.0395,0.0225,0.0285,0.022,0.0215,0.027,0.038,0.036,0.0237381210215,0.0021771062695,0.0135,0.022,10.9035196646
620,0.0355,0.011,0.031,0.0245,0.0265,0.024,0.028,0.039,0.0245,0.0344988946121,0.00262436642516,0.034,0.0435,13.1456088911
621,0.046,0.015,0.041,0.0115,0.026,0.0415,0.0375,0.0265,0.0435,0.0165900129144,0.00276111361972,0.0335,0.012,6.00844992249
622,0.028,0.0245,0.045,0.046,0.042,0.047,0.013,0.0165,0.02,0.043798887444,0.00227217916049,0.03,0.0295,19.2761592948
623,0.046,0.032,0.011,0.024,0.0455,0.046,0.044,0.033,0.0275,0.0202247771536,0.0026790118617,0.0365,0.0105,7.54934214465
624,0.019,0.0405,0.011,0.0355,0.019,0.017,0.0255,0.04,0.0405,0.0080970415399,0.00198189882643,0.0115,0.0115,4.08549691434
625,0.0365,0.0185,0.049,0.0305,0.0425,0.014,0.012,0.0455,0.02,0.0280924735907,0.00209193525472,0.021,0.0275,13.428940273
626,0.042,0.0495,0.035,0.0315,0.037,0.0105,0.0215,0.0225,0.0135,0.0359892144399,0.00224159994071,0.0405,0.0145,16.0551460527
627,0.0415,0.026,0.029,0.027,0.048,0.0275,0.028,0.022,0.0355,0.0346037275166,0.00280715495397,0.041,0.0335,12.3269744934
628,0.0255,0.047,0.026,0.0425,0.012,0.038,0.0345,0.017,0.019,0.0433377734155,0.00208249075903,0.013,0.0215,20.8105477672
629,0.025,0.015,0.0415,0.0105,0.026,0.048,0.034,0.018,0.022,0.0400525568705,0.00247815087549,0.027,0.0325,16.162275375
630,0.0155,0.0275,0.026,0.021,0.0475,0.0175,0.0365,0.0395,0.046,0.00419482447106,0.00244352557045,0.0195,0.0145,1.71670987273
631,0.0315,0.0445,0.044,0.0385,0.0465,0.0485,0.027,0.0165,0.0275,0.0621407048541,0.00279349055052,0.022,0.0435,22.244823718
632,0.0225,0.0335,0.024,0.04,0.0385,0.044,0.035,0.0485,0.032,0.0270959816118,0.0024635375611,0.013,0.0275,10.9988100201
633,0.024,0.0335,0.0205,0.0195,0.023,0.034,0.0175,0.0465,0.0415,0.0277681430724,0.00243271502727,0.018,0.0365,11.4144660435
634,0.0215,0.044,0.0185,0.02,0.02,0.0165,0.0255,0.0135,0.0375,0.0280687530145,0.00203147763663,0.0135,0.021,13.8169145987
635,0.037,0.019,0.035,0.039,0.0415,0.012,0.016,0.042,0.0365,0.0352635291563,0.00280574951774,0.0345,0.049,12.5683097986
636,0.0475,0.04,0.029,0.0295,0.024,0.045,0.037,0.04,0.013,0.0595520990176,0.00299971196735,0.037,0.0465,19.8526057387
637,0.0305,0.01,0.0105,0.0415,0.027,0.0315,0.0135,0.0375,0.0165,0.0190244212511,0.00206513500738,0.041,0.0265,9.21219251192
638,0.022,0.015,0.0175,0.047,0.0235,0.0445,0.022,0.0325,0.022,0.0194627482292,0.0017635154663,0.013,0.018,11.036335434
639,0.0105,0.0415,0.048,0.0235,0.014,0.025,0.029,0.022,0.034,0.0450199456736,0.00242594097853,0.011,0.038,18.5577250527
640,0.0205,0.047,0.0265,0.0305,0.0425,0.0165,0.0435,0.036,0.041,0.0335945333635,0.0029313432397,0.027,0.037,11.4604570725
641,0.0325,0.0185,0.034,0.0445,0.0325,0.0365,0.0155,0.011,0.03,0.0281836449232,0.00191330673078,0.0175,0.0175,14.7303328159
642,0.0395,0.0415,0.0335,0.0365,0.04,0.0125,0.0195,0.0285,0.045,0.0412209357481,0.00304891944795,0.042,0.044,13.5198507051
643,0.049,0.022,0.0135,0.017,0.0355,0.0295,0.011,0.0405,0.0455,0.0309292859568,0.00248495218442,0.014,0.041,12.4466322333
644,0.0185,0.0205,0.0215,0.011,0.0185,0.0425,0.018,0.0315,0.0255,0.0194046201026,0.00178474148755,0.015,0.018,10.872510242
645,0.0185,0.02,0.0245,0.0105,0.042,0.049,0.0125,0.032,0.0345,0.0127934276998,0.00210784886731,0.0275,0.0145,6.06942361865
646,0.01,0.0205,0.018,0.015,0.027,0.0275,0.0495,0.037,0.0375,0.00809428355685,0.0026590925936,0.033,0.021,3.04400214431
647,0.047,0.016,0.046,0.0375,0.028,0.018,0.046,0.049,0.019,0.0386490387528,0.00268789151912,0.0165,0.0375,14.378942929
648,0.0295,0.0315,0.0245,0.015,0.0435,0.038,0.024,0.0355,0.0285,0.0220840201602,0.00237244961561,0.034,0.0185,9.30853073332
649,0.038,0.015,0.024,0.0245,0.026,0.025,0.026,0.0225,0.032,0.0141270359615,0.00233559974561,0.0415,0.0145,6.04856889029
650,0.031,0.0285,0.0145,0.0305,0.017,0.0295,0.0245,0.034,0.0435,0.0110090844392,0.00206353728012,0.0105,0.0125,5.33505478445
651,0.0175,0.035,0.037,0.048,0.027,0.0335,0.0395,0.036,0.027,0.0418324279329,0.00278345372868,0.0295,0.0405,15.0289647361
652,0.0475,0.0375,0.0165,0.049,0.0145,0.0135,0.042,0.0475,0.022,0.0262923182737,0.00226061089951,0.0155,0.02,11.6306252789
653,0.0205,0.021,0.021,0.023,0.021,0.027,0.0325,0.0385,0.0485,0.0113907085295,0.00236143778391,0.011,0.0235,4.82363270678
654,0.0125,0.012,0.0125,0.0475,0.02,0.0225,0.0465,0.036,0.0105,0.0373844846532,0.0023995978783,0.0125,0.0475,15.5794789582
655,0.015,0.028,0.0155,0.0225,0.042,0.015,0.0385,0.0335,0.0345,0.0312897058384,0.00283425693184,0.033,0.0465,11.039826872
656,0.0305,0.03,0.037,0.011,0.0275,0.0235,0.046,0.035,0.02,0.0481608509309,0.00314868502512,0.0435,0.0485,15.2955441864
657,0.0375,0.042,0.043,0.0165,0.0165,0.0455,0.025,0.0455,0.017,0.0616141002634,0.00279399995884,0.0215,0.0495,22.0522910419
658,0.0425,0.0315,0.0245,0.0235,0.042,0.014,0.0125,0.0195,0.049,0.0340879497127,0.00268917402222,0.03,0.0385,12.675992491
659,0.021,0.011,0.0225,0.015,0.0285,0.0215,0.0295,0.0435,0.0125,0.00692370890319,0.00177118892397,0.025,0.011,3.90907418712
660,0.0355,0.0165,0.021,0.032,0.048,0.0285,0.0485,0.0205,0.0145,0.0334150771883,0.00233378633178,0.017,0.026,14.3179676448
661,0.0285,0.0445,0.0155,0.0445,0.0125,0.023,0.035,0.048,0.014,0.0484049678581,0.00265464123049,0.03,0.0475,18.2340902801
662,0.046,0.0495,0.0365,0.0105,0.033,0.03,0.043,0.029,0.0385,0.0441676087283,0.00317991142725,0.038,0.0325,13.8895720019
663,0.0255,0.0415,0.02,0.0445,0.043,0.016,0.032,0.018,0.041,0.0166263512426,0.00252351752221,0.038,0.013,6.58856183729
664,0.0205,0.0135,0.0355,0.02,0.0425,0.027,0.018,0.025,0.017,0.023144264853,0.00168732382871,0.013,0.019,13.7165518908
665,0.0325,0.0215,0.0215,0.016,0.011,0.047,0.049,0.0105,0.023,0.0256765752311,0.00246741438813,0.035,0.012,10.4062679356
666,0.047,0.041,0.0385,0.02,0.018,0.022,0.02,0.045,0.0415,0.0369108941517,0.00291238428158,0.037,0.0365,12.6737719281
667,0.021,0.027,0.0275,0.0145,0.0185,0.031,0.032,0.022,0.037,0.0183908754287,0.00209341725656,0.0125,0.0145,8.7850978447
668,0.0165,0.031,0.0125,0.0365,0.036,0.0195,0.012,0.018,0.045,0.0240749664214,0.00206596584473,0.0125,0.031,11.6531289628
669,0.0445,0.0345,0.0115,0.0275,0.0295,0.0215,0.038,0.0295,0.0155,0.0250100605137,0.00195879286748,0.015,0.011,12.7680986229
670,0.0265,0.0275,0.0145,0.0265,0.0115,0.0175,0.026,0.019,0.0345,0.0420109382624,0.00255566786464,0.026,0.049,16.438340382
671,0.0405,0.0305,0.0115,0.032,0.0185,0.0405,0.0455,0.0335,0.0475,0.0282932814393,0.00328016918722,0.046,0.035,8.62555551996
672,0.014,0.0475,0.0365,0.0455,0.023,0.0275,0.046,0.01,0.022,0.0568391406437,0.0029703460253,0.0405,0.0445,19.1355283726
673,0.0135,0.021,0.0415,0.0455,0.036,0.0385,0.048,0.0425,0.039,0.0124198580027,0.00274538353963,0.026,0.017,4.52390634074
674,0.0255,0.016,0.026,0.0125,0.0235,0.028,0.024,0.027,0.046,0.0128033458855,0.00263597104334,0.042,0.024,4.8571648455
675,0.0415,0.049,0.0365,0.0495,0.025,0.01,0.012,0.041,0.032,0.028003603325,0.00257317652618,0.0455,0.021,10.882892425
676,0.046,0.019,0.025,0.0315,0.0195,0.044,0.0405,0.0245,0.0195,0.0527680266992,0.00264531507005,0.017,0.0445,19.9477284565
677,0.037,0.0345,0.0495,0.04,0.0125,0.034,0.017,0.0255,0.033,0.0407876269448,0.00278105976008,0.0465,0.031,14.6662173644
678,0.0215,0.0335,0.036,0.0445,0.0125,0.045,0.01,0.0355,0.0405,0.0371117574823,0.00290826281696,0.048,0.041,12.7607990811
679,0.0405,0.032,0.0105,0.0335,0.0295,0.046,0.0395,0.045,0.0175,0.0429195566826,0.00290535237116,0.0405,0.0415,14.7725821861
680,0.011,0.0455,0.0355,0.018,0.041,0.011,0.0265,0.0225,0.0455,0.0283563440504,0.00254182153958,0.0235,0.03,11.1559146104
681,0.0365,0.044,0.039,0.019,0.046,0.043,0.014,0.03,0.0495,0.0355938554063,0.00273705451348,0.023,0.028,13.0044378842
682,0.015,0.048,0.034,0.0195,0.044,0.0165,0.016,0.0105,0.0395,0.0398036227939,0.00226464039092,0.0155,0.0325,17.5761339211
683,0.0185,0.031,0.0155,0.039,0.036,0.04,0.02,0.021,0.014,0.0352469259716,0.00198880855312,0.0285,0.027,17.722633944
684,0.012,0.018,0.0335,0.029,0.013,0.021,0.031,0.044,0.0295,0.00523952650661,0.00243806957415,0.047,0.016,2.14904716509
685,0.0445,0.0395,0.0135,0.0115,0.034,0.039,0.0445,0.027,0.042,0.0335004680072,0.00289037008029,0.0255,0.028,11.5903732313
686,0.0115,0.038,0.015,0.02,0.0165,0.0445,0.0205,0.0245,0.013,0.0426385992397,0.00218098950976,0.032,0.0355,19.5501166094
687,0.015,0.033,0.0175,0.0245,0.039,0.0205,0.0325,0.0245,0.0495,0.0243130888338,0.00285767671093,0.035,0.037,8.50799138363
688,0.0315,0.0495,0.028,0.0165,0.044,0.039,0.018,0.0265,0.015,0.0435100154433,0.00231276832668,0.034,0.0245,18.8129588862
689,0.017,0.0495,0.045,0.0135,0.0255,0.045,0.041,0.0455,0.039,0.0507740273002,0.00314101243879,0.015,0.0475,16.1648603084
690,0.0415,0.0155,0.0415,0.026,0.0195,0.0305,0.011,0.043,0.011,0.024422246618,0.00206419139901,0.0375,0.0175,11.8313866775
691,0.046,0.011,0.0115,0.0405,0.0325,0.0125,0.0155,0.0135,0.031,0.0280992436115,0.00238542540899,0.0415,0.0345,11.7795524042
692,0.0355,0.0155,0.025,0.0185,0.024,0.048,0.015,0.0165,0.041,0.0254986243144,0.00250641959297,0.0385,0.0255,10.1733262802
693,0.0195,0.0385,0.0155,0.0405,0.0335,0.026,0.0245,0.0465,0.032,0.031554018646,0.00257959511406,0.031,0.0405,12.2321594091
694,0.019,0.021,0.038,0.0395,0.025,0.042,0.022,0.013,0.022,0.0475708855423,0.00222217947793,0.017,0.0395,21.4073102622
695,0.0285,0.025,0.0255,0.0265,0.017,0.043,0.0165,0.0345,0.0255,0.0413683955545,0.00273642217006,0.0455,0.0445,15.1176949256
696,0.0395,0.011,0.0295,0.0195,0.034,0.0485,0.0405,0.0175,0.0135,0.0420128437112,0.0027818520662,0.046,0.034,15.1024722779
697,0.015,0.0465,0.0165,0.0215,0.0485,0.018,0.0205,0.0455,0.0185,0.0263581319182,0.00238309759322,0.042,0.0285,11.0604500601
698,0.0255,0.0355,0.0295,0.047,0.0115,0.0105,0.0325,0.031,0.025,0.0339740837256,0.00232355586948,0.0275,0.032,14.6215910587
699,0.0355,0.0125,0.0345,0.0105,0.025,0.0275,0.015,0.036,0.0355,0.0250500582045,0.00235304591175,0.027,0.0325,10.6458008658
700,0.035,0.0355,0.048,0.036,0.0265,0.034,0.037,0.042,0.036,0.0291801643654,0.00281625324155,0.032,0.0225,10.3613424869
701,0.0165,0.019,0.015,0.0335,0.0235,0.0275,0.0125,0.03,0.039,0.0186078510907,0.00210810016443,0.024,0.031,8.82683441932
702,0.0435,0.0305,0.0285,0.0295,0.0215,0.0205,0.013,0.0475,0.036,0.0383672008329,0.00291011651762,0.0425,0.0475,13.1840772012
703,0.0425,0.045,0.03,0.0425,0.0345,0.0265,0.0135,0.0235,0.0215,0.0379767065024,0.00194124915051,0.018,0.0175,19.5630254326
704,0.012,0.04,0.011,0.044,0.0455,0.0345,0.018,0.0385,0.0375,0.0370378822165,0.00252615204365,0.0195,0.0465,14.6617786961
705,0.0495,0.023,0.0395,0.0465,0.017,0.049,0.023,0.017,0.0135,0.0513281918547,0.00251324660606,0.0395,0.0315,20.4230622379
706,0.0295,0.0295,0.013,0.0175,0.027,0.0205,0.0215,0.04,0.0285,0.0142525427884,0.00191265995651,0.02,0.0165,7.45168671509
707,0.043,0.012,0.0445,0.032,0.038,0.048,0.037,0.0345,0.0355,0.016260404115,0.00284254169165,0.0425,0.012,5.72037488942
708,0.0185,0.0395,0.0345,0.0445,0.0235,0.0455,0.044,0.017,0.015,0.0437491764598,0.00270263141719,0.043,0.0265,16.187622249
709,0.0485,0.0155,0.0285,0.0425,0.0415,0.021,0.0415,0.022,0.0215,0.0400419250223,0.00240089976107,0.0125,0.0335,16.6778828802
710,0.028,0.0255,0.042,0.0425,0.0195,0.036,0.0105,0.016,0.012,0.0620436972007,0.00217247438918,0.0105,0.0485,28.5590005156
711,0.0495,0.0315,0.015,0.048,0.0375,0.019,0.034,0.03,0.027,0.0328790968582,0.00238603284466,0.024,0.0275,13.7798173784
712,0.0345,0.025,0.03,0.026,0.0425,0.015,0.037,0.0355,0.049,0.0153783997716,0.00252786659459,0.01,0.0215,6.08354879348
713,0.033,0.0305,0.0265,0.0485,0.0345,0.0345,0.0345,0.0405,0.0365,0.0159154525963,0.00256178621172,0.032,0.0145,6.21263887028
714,0.0395,0.0305,0.043,0.047,0.0415,0.0285,0.028,0.0205,0.027,0.0492386176872,0.0027216477184,0.032,0.0395,18.0914735417
715,0.0375,0.011,0.037,0.026,0.0115,0.018,0.011,0.0255,0.01,0.0473370395126,0.00222671351775,0.0295,0.046,21.2587021794
716,0.0255,0.0115,0.0375,0.0465,0.033,0.047,0.0315,0.0465,0.0405,0.032171197597,0.00274493602516,0.0125,0.043,11.7201994153
717,0.021,0.0195,0.0125,0.014,0.039,0.02,0.0415,0.0435,0.04,0.0141015148732,0.00271973529417,0.0305,0.033,5.18488505237
718,0.0255,0.0495,0.015,0.019,0.018,0.034,0.038,0.044,0.0355,0.0215236254741,0.00250831875358,0.024,0.0175,8.58089724177
719,0.0195,0.028,0.0235,0.024,0.0145,0.041,0.023,0.0415,0.031,0.00979029466316,0.00236532843906,0.043,0.0115,4.1390846622
720,0.012,0.0185,0.038,0.011,0.049,0.0415,0.0165,0.022,0.018,0.0177545115005,0.00212660811117,0.042,0.012,8.34874625337
721,0.033,0.0125,0.0455,0.0335,0.023,0.022,0.022,0.037,0.0445,0.0168292394198,0.00244156652174,0.024,0.0245,6.89280397236
722,0.032,0.0455,0.031,0.028,0.043,0.021,0.0245,0.029,0.02,0.0345378167449,0.00249921429324,0.044,0.023,13.8194699184
723,0.027,0.0135,0.0235,0.0295,0.01,0.0165,0.0465,0.0465,0.01,0.0222269241782,0.00211016709863,0.0155,0.0255,10.5332531214
724,0.0475,0.0445,0.016,0.0335,0.04,0.0365,0.0225,0.0195,0.019,0.0551603013042,0.00247852029639,0.0285,0.0385,22.2553357277
725,0.0225,0.0425,0.018,0.0125,0.048,0.031,0.0235,0.049,0.0205,0.0310338766544,0.0027404272533,0.049,0.034,11.3244665105
726,0.0255,0.026,0.0235,0.0305,0.044,0.049,0.0125,0.0195,0.034,0.0456354843343,0.00267849842541,0.0335,0.0465,17.0377118394
727,0.0235,0.016,0.0325,0.0485,0.0225,0.036,0.037,0.04,0.047,0.0127940164824,0.00250703207933,0.014,0.021,5.1032520038
728,0.039,0.0255,0.0445,0.0435,0.0415,0.049,0.018,0.029,0.032,0.0237236314679,0.00242288291039,0.033,0.0105,9.79148904232
729,0.034,0.012,0.037,0.0445,0.0485,0.0105,0.047,0.032,0.0145,0.0177863406078,0.002605437737,0.0465,0.0175,6.82662278018
730,0.0455,0.0245,0.045,0.0125,0.015,0.034,0.0475,0.0155,0.0455,0.0245059161186,0.00315015755031,0.047,0.016,7.77926682306
731,0.0295,0.0315,0.03,0.0455,0.0265,0.0185,0.012,0.0175,0.0295,0.0284831023402,0.00206699124906,0.0315,0.022,13.7799820648
732,0.0255,0.0195,0.022,0.012,0.0355,0.0285,0.032,0.027,0.0295,0.0210771905289,0.00248552235674,0.0395,0.0255,8.47998428652
733,0.013,0.018,0.0435,0.0215,0.046,0.011,0.0475,0.022,0.029,0.0256913735965,0.00256032881757,0.024,0.0295,10.0344039485
734,0.0355,0.04,0.0465,0.038,0.018,0.0145,0.0415,0.039,0.0215,0.0383393345022,0.00267606048874,0.033,0.0285,14.3267817239
735,0.019,0.022,0.0305,0.0285,0.035,0.01,0.0315,0.0135,0.017,0.0308203644539,0.00226161619744,0.039,0.029,13.6275838884
736,0.021,0.0125,0.0135,0.044,0.033,0.0115,0.0405,0.044,0.032,-0.000860615319099,0.00245911188838,0.0415,0.0165,-0.349969972153
737,0.019,0.0125,0.011,0.0175,0.0325,0.0265,0.027,0.025,0.0195,0.0113909089503,0.00154621394629,0.01,0.0125,7.36696818552
738,0.031,0.0295,0.0285,0.037,0.0455,0.0455,0.0335,0.035,0.0185,0.0357756653793,0.00264351476406,0.039,0.0285,13.5333707478
739,0.017,0.049,0.0295,0.012,0.01,0.0365,0.025,0.0375,0.014,0.0315395625433,0.0018878790978,0.0145,0.0145,16.7063465982
740,0.0185,0.0225,0.0195,0.01,0.049,0.0235,0.047,0.033,0.039,0.0188278558542,0.00267848404751,0.021,0.0295,7.02929549711
741,0.012,0.02,0.0405,0.0215,0.022,0.0125,0.022,0.0405,0.042,0.0170087217882,0.00219509883988,0.011,0.03,7.74849928358
742,0.028,0.0265,0.0165,0.035,0.0315,0.042,0.013,0.029,0.042,0.0235647912132,0.00273423110759,0.049,0.0305,8.6184343188
743,0.034,0.0385,0.0245,0.0495,0.0315,0.0155,0.0315,0.0135,0.024,0.0392410258384,0.00202409421892,0.0105,0.025,19.3869561365
744,0.027,0.0155,0.0365,0.0175,0.032,0.034,0.047,0.0215,0.024,0.0263307397379,0.0028134286967,0.0475,0.024,9.35895043966
745,0.047,0.017,0.034,0.015,0.018,0.033,0.018,0.018,0.0365,0.0226665160063,0.00237466414606,0.037,0.0165,9.54514601314
746,0.0155,0.0385,0.0495,0.0175,0.041,0.037,0.027,0.049,0.028,0.0340251724837,0.00268159561706,0.0295,0.032,12.6884054655
747,0.046,0.0255,0.022,0.0425,0.037,0.012,0.0215,0.0485,0.0235,0.0260682903499,0.00220555435991,0.024,0.029,11.8193823847
